state,district,ppv_name,latitude,longitude
Sabah,Tenom,"Dewan Sri Antanom, Tenom",5.1246352,115.9437458
Sabah,Tenom,Hospital Tenom,5.1231747,115.941286
Sabah,Tongod,Klinik Kesihatan Tongod,5.2750588,116.9760037
Sabah,Tuaran,Dewan Sri Sulaman,6.1755411,116.2333111
Sabah,Tuaran,Hospital Tuaran,6.143924,116.219027
Sarawak,Asajaya,Dewan Komuniti Sadong Jaya,1.5173187,110.7263183
Sarawak,Asajaya,Kompleks Sukan Asajaya,1.5420518,110.619573
Sarawak,Bau,Dewan Perdana Akademi Bomba Bau,1.4054643,110.1342031
Sarawak,Bau,Hospital Bau,1.4295005,110.1426433
Sarawak,Belaga,Dewan Masyarakat Sungai Asap,3.032126,113.9230131
Sarawak,Betong,"Dewan Masyarakat Kalok, Pusa",1.6033415,111.2459073
Sarawak,Betong,Dewan Panglima Rentap,1.4127402,111.5309001
Sarawak,Betong,Hospital Betong,1.3739821,111.5737668
Sarawak,Bintulu,"Auditorium BDA, Wisma BDA",3.19553095,113.0505366
Sarawak,Bintulu,"Auditorium BDA, Wisma Bintulu",3.1956031,113.0505366
Sarawak,Bintulu,Dewan Dinner World,49.2322731,-123.0903472
Sarawak,Bintulu,Dewan Sri Kenyalang UPM,3.2071066,113.089919
Sarawak,Bintulu,Eng Kwang Methodist Multipurpose Hall,3.1371095,102.3707879
Sarawak,Bintulu,Hospital Bintulu,3.2296957,113.1010301
Sarawak,Dalat,Stadium Perpaduan Dalat,2.7431346,111.9450335
Sarawak,Daro,Dewan Masyarakat Daro,2.5140783,111.4290567
Sarawak,Daro,Hospital Daro,2.5218077,111.4131669
Sarawak,Julau,Dewan Masyarakat Julau,2.0924941,111.7749497
Sarawak,Kabong,"Dewan Balai Polis Kabong, Kabong",1.9212352,111.2071833
Sarawak,Kanowit,Dewan Pejabat Daerah Kanowit,2.1011604,112.151143
Sarawak,Kanowit,Hospital Kanowit,2.1027581,112.1523139
Sarawak,Kapit,Dewan Sri Balleh,2.0142773,112.9494028
Sarawak,Kapit,Hospital Kapit,2.0138652,112.9426557
Sarawak,Kapit,Multi-Storey Car Park Kapit,2.0159151,112.9402001
Sarawak,Kuching,Borneo Convention Centre Kuching (BCCK),1.5626183,110.4056014
Sarawak,Kuching,Christian Ecumenical Worship Centre,1.521799,110.344136
Sarawak,Kuching,Hospital Sentosa,1.4629967,110.3298364
Sarawak,Kuching,Hospital Umum Sarawak,1.543644,110.339635
Sarawak,Kuching,SKJC Chung Hua No 1,3.9353794,-77.3617072
Sarawak,Kuching,Stadium Perpaduan Kuching,1.5877218,110.3555337
Sarawak,Lawas,Dewan Masyarakat Kpg Long Tuma,4.8029945,115.4089215
Sarawak,Lawas,Dewan Masyarakat Kpg Sualai,4.8757819,115.3557761
Sarawak,Lawas,Dewan Masyarakat Sundar,4.89475,115.2114346
Sarawak,Lawas,Dewan Masyarakat Trusan,4.7855739,115.2759432
Sarawak,Lawas,Hospital Lawas,4.8543947,115.4045908
Sarawak,Lawas,Institut Latihan Islam Malaysia,4.3745966,102.1754573
Sarawak,Limbang,Dewan Masyarakat Medamit,4.4785273,114.9078051
Sarawak,Limbang,Dewan Persatuan Bisaya Limbang,3.217381,112.69841865
Sarawak,Limbang,Dewan Suarah Limbang,4.7595467,115.0132728
Sarawak,Limbang,Hospital Limbang,4.7642525,115.0190368
Sarawak,Lubok Antu,Dewan Kompleks Sukan Majlis Daerah,3.047314,101.9802771
Sarawak,Lubok Antu,Dewan Serbaguna Engkelili,1.1361793,111.6674148
Sarawak,Lubok Antu,Dewan Serbaguna Engkilili,1.0902843,111.6310471
Sarawak,Lundu,Dewan Suarah Lundu,1.675225,109.85320655
Sarawak,Lundu,Hospital Lundu,1.6755934,109.8528202
Sarawak,Marudi,Dewan Masyarakat Marudi,4.2579036,114.08743255
Sarawak,Marudi,Hospital Marudi,4.1784081,114.3253545
Sarawak,Matu,Dewan Suarah Matu,2.1320619,111.522244
Sarawak,Miri,Dewan Dato Permysuri Permyjaya,4.4575358,114.0370847
Sarawak,Miri,Dewan Eastwood Valley,4.370578,114.017184
Sarawak,Miri,Dewan IKBN,3.2509658,102.01948955
Sarawak,Miri,Dewan Masyarakat Bekenu,4.0582714,113.8463821
Sarawak,Miri,Dewan Masyarakat Beluru,3.976035,114.1003092
Sarawak,Miri,Dewan Masyarakat Sepupok Niah,3.8042377,113.7517081
Sarawak,Miri,Hospital Miri,4.3743537,113.9998124
Sarawak,Mukah,Dewan Suarah Mukah,2.898845,112.0919656
Sarawak,Mukah,Hospital Mukah,2.9008306,112.0763521
Sarawak,Pakan,Dewan Masyarakat Pakan,8.28510215,103.48860645
Sarawak,Samarahan,Dewan Pembangunan Sebuyau,1.5201761,110.9356931
Sarawak,Samarahan,Dewan Suarah Kota Samarahan,1.461976,110.4976372
Sarawak,Samarahan,Pusat Jantung Sarawak,1.4809232,110.4190451
Sarawak,Samarahan,Stadium Tertutup Samarahan,1.470349,110.4928839
Sarawak,Saratok,Dewan Balai Polis Kabong,1.9212352,111.2071833
Sarawak,Saratok,Dewan Sri Krian,1.738931,111.3368209
Sarawak,Saratok,Hospital Saratok,1.7442314,111.3376689
Sarawak,Sarikei,Dewan Masyarakat Meradong,2.1664812,111.6365433
Sarawak,Sarikei,Dewan Suarah Sarikei,2.1320611,111.5222443
Sarawak,Sarikei,Hospital Sarikei,2.1319958,111.4920017
Sarawak,Sebauh,Balai Raya Sebauh,3.1177387,113.264143
Sarawak,Selangau,Dewan Serbaguna Selangau,2.5315299,112.3277206
Sarawak,Serian,Dewan Masyarakat Serian,1.1655952,110.5677008
Sarawak,Serian,Dewan Masyarakat Siburan,1.35650575,110.37032085
Sarawak,Serian,Dewan Masyarakat Tebedu,1.0154025,110.3545845
Sarawak,Serian,Hospital Serian,1.1762658,110.5636098
Sarawak,Sibu,Dewan Serbaguna Sibu Jaya,2.24456575,111.9672401
Sarawak,Sibu,Dewan Suarah Sibu,2.3104537,111.8315794
Sarawak,Sibu,Hospital Sibu,2.296471,111.891889
Sarawak,Sibu,Indoor Stadium,38.3313694,-97.0794175
Sarawak,Simunjan,Dewan Masyarakat Gedong / Perpustakaan Desa Gedong,-1.72078575,107.9974462
Sarawak,Simunjan,Dewan Mesra Simunjan,1.396017,110.750759
Sarawak,Simunjan,Hospital Simunjan,1.3700471,110.7862545
Sarawak,Simunjan,KK Munggu Lallang,1.2459399,110.9229736
Sarawak,Song,Rumah Rehat Song,2.0096139,112.5496743
Sarawak,Sri Aman,Dewan Kampung Gua,3.53714855,105.99780375
Sarawak,Sri Aman,Dewan Sri Pantu,1.1406618,111.1179889
Sarawak,Sri Aman,Dewan Suarah Sri Aman,1.2410579,111.4575763
Sarawak,Sri Aman,Hospital Sri Aman,1.2343801,111.4629353
Sarawak,Sri Aman,Pejabat Daerah Lingga,-0.22192795,104.7047801
Sarawak,Tanjung Manis,Dewan Masyarakat Belawai,2.2164482,111.21843865
Sarawak,Tatau,Dewan Sukan Tatau,2.8794977,112.8491363
Sarawak,Telang Usan,Dewan Terbuka Long Lama,3.7640006,114.4067767
Selangor,Gombak,"Dewan Alwy, Jabatan Perhutanan Semenanjung Malaysia",3.2360267,101.6296346
Selangor,Gombak,Hospital Orang Asli Gombak,3.2919717,101.7309713
Selangor,Gombak,Hospital Selayang,3.2426173,101.6464691
Selangor,Gombak,Hospital Sungai Buluh,3.2196265,101.5831991
Selangor,Gombak,Klinik Kesihatan AU2,3.1749588,101.7487479
Selangor,Gombak,Klinik Kesihatan Batu 8,,
Selangor,Gombak,Klinik Kesihatan Batu Arang,3.3201676,101.4736959
Selangor,Gombak,Klinik Kesihatan Gombak Setia,3.2178664,101.7142398
Selangor,Gombak,Klinik Kesihatan Kuang,3.2594189,101.55195
Selangor,Gombak,Klinik Kesihatan Rawang,3.3147693,101.5958835
Selangor,Gombak,Klinik Kesihatan Selayang Baru,3.245237,101.6738341
Selangor,Gombak,Klinik Kesihatan Sungai Buloh,3.2192844,101.5779949
Selangor,Gombak,Klinik Kesihatan Taman Ehsan,3.224222,101.6229275
Selangor,Gombak,"Le Garden Pavilion, Gamuda Gardens, Rawang, Gombak",3.28321805,101.53893315
Selangor,Gombak,Pusat Pakar Perubatan UiTM (Sungai Buloh),3.22103425,101.59345045
Selangor,Gombak,"Setia Eco Templer, Rawang",3.30017675,101.64358485
Selangor,Gombak,"UNIKL British Malaysia Institute (BMI), Sg. Pusu",3.2511277,101.7279981
Selangor,Hulu Langat,"Galaxy Mall, Ampang",3.1471156,101.7558731
Selangor,Klang,Dewan Kelab Kilat Pangsapuri TNB Kapar,3.1279446,101.3753772
Selangor,Klang,"Dewan LPK, Kelab Sukan Dan Rekreasi Pelabuhan Klang",2.99854,101.3938099
Selangor,Klang,"Dewan Persatuan Hokkien, Klang",3.0526947,101.4617294
Selangor,Klang,Dewan Persatuan Soka Gakkai,33.40494015,-96.24439765
Selangor,Klang,Dewan Sukan Pandamaran,3.01484485,101.414699
Selangor,Klang,Hospital Tengku Ampuan Rahimah,3.0205787,101.4398648
Selangor,Klang,"Hotel Premier, Klang",3.0071772,101.4413166
Selangor,Klang,Hotel Wyndham Acmar,3.0590226,101.4718593
Selangor,Klang,Klinik Kesihatan Bandar Botanik,2.9894938,101.4464784
Selangor,Klang,Klinik Kesihatan Bukit Kuda,3.0506643,101.4582095
Selangor,Klang,Klinik Kesihatan Bukit Naga,3.003293,101.5053131
Selangor,Klang,Klinik Kesihatan Klang (Anika),3.0372006,101.4470019
Selangor,Klang,Klinik Kesihatan Meru,3.1363776,101.4409284
Selangor,Klang,Klinik Kesihatan Pandamaran,3.01408,101.4122498
Selangor,Klang,Klinik Kesihatan Pelabuhan Klang,3.0013383,101.3943435
Selangor,Klang,Klinik Kesihatan Pulau Indah,2.937951,101.3246989
Selangor,Klang,Klinik Kesihatan Rantau Panjang,3.0689456,101.4114814
Selangor,Klang,Klinik Kesihatan Sg Bertik,3.0490245,101.4276434
Selangor,Kuala Langat,Hospital Banting,2.8028617,101.4938279
Selangor,Kuala Langat,Klinik Kesihatan Bukit Changgang,2.8287189,101.6185063
Selangor,Kuala Langat,Klinik Kesihatan Jenjarom,2.8784422,101.5004496
Selangor,Kuala Langat,Klinik Kesihatan Kampung Bandar,2.8514869,101.444301
Selangor,Kuala Langat,Klinik Kesihatan Sijangkang,2.9414953,101.4562351
Selangor,Kuala Langat,Klinik Kesihatan Tanjung Sepat,2.665595,101.5512682
Selangor,Kuala Langat,Klinik Kesihatan Telok Panglima Garang,2.9049166,101.4675504
Selangor,Kuala Langat,Kompleks Sukan Majlis Perbadanan Kuala Langat,2.8024798,101.4968754
Selangor,Kuala Langat,MAHSA University,21.8611352,18.09159665
Selangor,Kuala Selangor,Hospital Tanjung Karang,3.4045617,101.20398145
Selangor,Kuala Selangor,Institut Pengurusan Peladang (IPP),4.8735362,100.51489335
Selangor,Kuala Selangor,Klinik Kesihatan Jeram,3.302878,101.2942386
Selangor,Kuala Selangor,Klinik Kesihatan Kuala Selangor,3.337005,101.2499241
Selangor,Kuala Selangor,Klinik Kesihatan Tanjong Karang,3.421166,101.1737351
Selangor,Kuala Selangor,Stadium Tertutup Kuala Selangor,3.3189475,101.2542419
Selangor,Kuala Selangor,UITM Puncak Alam,3.2011674,101.447997
Selangor,Petaling,"Dewan Bankuet Persada PLUS, Subang",3.1044625,101.5893517
Selangor,Petaling,"Dewan Canselor MSU, Seksyen 13, Shah Alam",3.0715118,101.525875
Selangor,Petaling,"Dewan Kemuning Utama, Seksyen 32, Shah Alam Selatan",3.0048723,101.5197276
Selangor,Petaling,"Dewan Kenanga, Seksyen 28, Shah Alam Tengah",3.0053799,101.5603621
Selangor,Petaling,"Dewan Meranti 2, Seksyen U20 Bandar Baru Sg. Buloh, Shah Alam Utara",3.21414925,101.56359645
Selangor,Petaling,"Dewan MPSJ, Puchong Indah",3.0125816,101.6058011
Selangor,Petaling,Dewan Sivik MBPJ,3.0970086,101.6453753
Selangor,Petaling,Hospital Pengajar UPM,2.980436,101.7181633
Selangor,Petaling,Hospital Shah Alam,21.9408267,13.8436509
Selangor,Petaling,Ideal Convention Centre (IDCC),3.1082594,101.56252245
Selangor,Petaling,Klinik Kesihatan Kelana Jaya,3.0990376,101.6006338
Selangor,Petaling,Klinik Kesihatan Kota Damansara,3.17649585,101.5756644
Selangor,Petaling,Klinik Kesihatan Puchong Bt 14,2.9940761,101.619718
Selangor,Petaling,Klinik Kesihatan Seksyen 19,3.0500633,101.5331287
Selangor,Petaling,Klinik Kesihatan Seksyen 7 Shah Alam,3.0724525,101.4909343
Selangor,Petaling,Klinik Kesihatan Seri Kembangan,3.027736,101.7114922
Selangor,Petaling,Klinik Kesihatan Taman Medan,3.079249,101.6344939
Selangor,Petaling,Kompleks Sukan Negara Shah Alam Panasonic,3.0568,101.5471901
Selangor,Petaling,Menara Sime Darby Plantation (PPV OKU),,
Selangor,Petaling,Setia City Convention Centre (SCCC),3.109878,101.4629523
Selangor,Petaling,"Space U8, Bukit Jelutong",3.1118583,101.552338
Selangor,Petaling,Sunway Pyramid Convention Centre,3.0721932,101.6071378
Selangor,Petaling,Universiti Teknologi MARA Shah Alam,3.10005475,101.50540385
Selangor,Sabak Bernam,Dewan Sekinchan,3.56116665,101.0959952
Selangor,Sabak Bernam,Dewan Seri Bernam Sg Besar,3.6768305,100.9913304
Selangor,Sabak Bernam,"Dewan Tun Razak, Sabak Bernam",3.768562,100.9836785
Selangor,Sabak Bernam,Hospital Tengku Ampuan Jemaah,3.7591076,100.9893055
Selangor,Sabak Bernam,Klinik Kesihatan Sekinchan,3.5098268,101.1026535
Selangor,Sabak Bernam,Klinik Kesihatan Simpang Lima,3.6263328,101.0516211
Selangor,Sabak Bernam,Klinik Kesihatan Sungai Besar,3.6511134,101.0203075
Selangor,Sepang,Dewan Serbaguna Bandar Baru Salak Tinggi,2.8097745,101.7384872
Selangor,Sepang,Hospital Serdang,22.6563215,15.31413305
Selangor,Sepang,Klinik Kesihatan Dengkil,2.859256,101.681787
Selangor,Sepang,Klinik Kesihatan Salak,2.7895199,101.7491886
Selangor,Sepang,Klinik Kesihatan Sepang,2.75192115,101.7159776
Selangor,Sepang,Klinik Kesihatan Sungai Pelek,2.6446353,101.7185045
Selangor,Sepang,Klinik Masya,2.78449,101.75103
Selangor,Sepang,Main Terminal Building KLIA,2.7525943,101.7039067
Selangor,Sepang,Movenpick Hotel & Convention Centre KLIA,2.7892788,101.6765803
Selangor,Sepang,"Multimedia University (MMU), Cyberjaya, Sepang",2.9277715,101.6419004
Selangor,Sepang,Orion Clinic,45.59802135,-127.2696389
Selangor,Sepang,Poliklinik Medi Ihsan,2.8191638,101.68967
Selangor,Ulu Langat,360 Club Eco Hill,2.9256596,101.839679
Selangor,Ulu Langat,Bangi Avenue Convention Center [BACC],2.9006741,101.7912444
Selangor,Ulu Langat,"Bangi Convention Centre (BCC), Seksyen 14 BBB",2.9255946,101.7613725
Selangor,Ulu Langat,Bangi Golf Resort,2.957294,101.76602495
Selangor,Ulu Langat,Dewan Orang Ramai Kampung Ampang Indah,3.16547355,101.77179625
Selangor,Ulu Langat,Dewan Orang Ramai Taman Bukit Mewah Kajang,2.9802032,101.8035773
Selangor,Ulu Langat,Hospital Ampang,3.1282107,101.7640303
Selangor,Ulu Langat,Hospital Kajang,2.99331335,101.79597385
Selangor,Ulu Langat,Klinik Kesihatan Bandar Seri Putra,2.8878947,101.7922127
Selangor,Ulu Langat,Klinik Kesihatan Bandar Tun Hussein Onn,3.0423435,101.76191245
Selangor,Ulu Langat,Klinik Kesihatan Bangi,2.91870075,101.77296065
Selangor,Ulu Langat,Mewah Club Kajang,2.98821055,101.79632605
Selangor,Ulu Langat,Universiti Kebangsaan Malaysia (UKM),2.930255,101.7774194
Selangor,Ulu Selangor,Bukit Beruntung Golf Resort,3.4373376,101.56470595
Selangor,Ulu Selangor,Dewan Komuniti Serendah,3.3646383,101.6031112
Selangor,Ulu Selangor,Dewan Semai Bakti Felda Soeharto,3.6757129,101.393808
Selangor,Ulu Selangor,Hospital Kuala Kubu Bharu,3.5642346,101.6530737
Selangor,Ulu Selangor,Klinik Kesihatan Serendah,3.3623333,101.6027488
Selangor,Ulu Selangor,Klinik Kesihatan Ulu Yam Bharu,3.434854,101.656462
W.P. Kuala Lumpur,Kuala Lumpur,Axiata Arena Bukit Jalil,3.0538145,101.6934339
W.P. Kuala Lumpur,Kuala Lumpur,CIDB Convention Centre,3.1251222,101.7171147
W.P. Kuala Lumpur,Kuala Lumpur,Hospital Kuala Lumpur,3.14541025,101.70316355
W.P. Kuala Lumpur,Kuala Lumpur,Institut Jantung Negara,3.1699957,101.7090145
W.P. Kuala Lumpur,Kuala Lumpur,Kuala Lumpur Convention Centre (KLCC),3.1532671,101.7130429
W.P. Kuala Lumpur,Kuala Lumpur,Malaysia International Trade and Exhibition Centre (MITEC),3.1782359,101.6688772
W.P. Kuala Lumpur,Kuala Lumpur,Malaysian Association For The Blind (MAB) Complex,3.1321407,101.6910403
W.P. Kuala Lumpur,Kuala Lumpur,Masjid Wilayah,3.1720495,101.6704473
W.P. Kuala Lumpur,Kuala Lumpur,National Stadium Bukit Jalil,3.0546349,101.69134
W.P. Kuala Lumpur,Kuala Lumpur,Pusat Perubatan Universiti Kebangsaan Malaysia – Pandu Lalu,3.099267,101.7254018
W.P. Kuala Lumpur,Kuala Lumpur,Pusat Perubatan Universiti Malaya (PPUM),3.1137086,101.6528322
W.P. Kuala Lumpur,Kuala Lumpur,Texas Instruments Malaysia Sdn Bhd,3.1703205,101.7505223
W.P. Kuala Lumpur,Kuala Lumpur,UCSI University,3.0800732,101.7335007
W.P. Kuala Lumpur,Kuala Lumpur,Universiti Malaya (UM),3.1209046,101.6538414
W.P. Kuala Lumpur,Kuala Lumpur,World Trade Centre KL (WTCKL),3.1687333,101.6915633
W.P. Kuala Lumpur,W.P. Putrajaya,IOI City Mall Putrajaya,2.9697004,101.7131489
W.P. Putrajaya,W.P. Putrajaya,Dewan Sri Seroja,2.9441402,101.7242602
W.P. Putrajaya,W.P. Putrajaya,Hospital Putrajaya,2.9290529,101.6741956
W.P. Putrajaya,W.P. Putrajaya,Institut Kanser Negara,2.9321929,101.6888522
W.P. Putrajaya,W.P. Putrajaya,"International SOS, Putrajaya International Convention Centre (PICC)",2.8944444,101.6772222
W.P. Labuan,W.P. Labuan,Dewan Kompleks Darul Kifayah MAIWP,5.288608,115.2647018
W.P. Labuan,W.P. Labuan,"Dewan Mutiara, Kolej Matrikulasi Labuan",5.3584369,115.2248578
W.P. Labuan,W.P. Labuan,Dewan Perumahan Taman Mutiara Blok L,5.2939272,115.2051555
W.P. Labuan,W.P. Labuan,Dewan Serbaguna Perbadanan Labuan,5.31016,115.233237
W.P. Labuan,W.P. Labuan,Dewan Seri Labuan (JKR Labuan),5.2878913,115.2499694
W.P. Labuan,W.P. Labuan,Hospital Labuan,5.311145,115.2300178
W.P. Labuan,W.P. Labuan,PPV Dewan Foo Chow,5.9548388,116.0966961
W.P. Labuan,W.P. Labuan,UMS (KAL) - PPV Drive-thru,5.2787982,115.1736251
